template_id,service,level,template,count,first_seen,last_seen,sample_message,pod_count
T141,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2869ms,3,2026-06-01T15:20:18.333000+00:00,2026-06-01T20:23:45.465000+00:00,Slow response detected endpoint=/api/cart latency=2869ms,2
T142,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2975ms,3,2026-06-01T16:26:34.904000+00:00,2026-06-01T21:09:43.550000+00:00,Slow response detected endpoint=/api/cart latency=2975ms,2
T143,cart-service,WARN,Slow response detected endpoint=/api/cart latency=662ms,3,2026-06-01T17:04:20.834000+00:00,2026-06-01T22:45:06.565000+00:00,Slow response detected endpoint=/api/cart latency=662ms,2
T144,cart-service,WARN,Health check response time elevated endpoint=/health latency=172ms,3,2026-06-01T03:34:32.612000+00:00,2026-06-01T08:43:20.749000+00:00,Health check response time elevated endpoint=/health latency=172ms,1
T145,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1648ms,3,2026-06-01T14:32:23.859000+00:00,2026-06-01T20:57:23.107000+00:00,Slow response detected endpoint=/api/cart latency=1648ms,3
T146,cart-service,WARN,Slow response detected endpoint=/api/cart latency=837ms,3,2026-06-01T07:20:47.666000+00:00,2026-06-01T22:38:46.966000+00:00,Slow response detected endpoint=/api/cart latency=837ms,3
T147,cart-service,WARN,Slow response detected endpoint=/api/cart latency=705ms,3,2026-06-01T17:42:24.340000+00:00,2026-06-01T23:25:03.391000+00:00,Slow response detected endpoint=/api/cart latency=705ms,2
T148,cart-service,WARN,Health check response time elevated endpoint=/health latency=194ms,3,2026-06-01T00:58:44.099000+00:00,2026-06-01T20:24:08.725000+00:00,Health check response time elevated endpoint=/health latency=194ms,2
T149,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2823ms,3,2026-06-01T16:42:45.125000+00:00,2026-06-01T19:03:04.586000+00:00,Slow response detected endpoint=/api/cart latency=2823ms,2
T150,cart-service,WARN,Health check response time elevated endpoint=/health latency=181ms,3,2026-06-01T00:43:52.251000+00:00,2026-06-01T04:14:25.151000+00:00,Health check response time elevated endpoint=/health latency=181ms,2
T151,cart-service,WARN,Slow response detected endpoint=/api/cart latency=772ms,3,2026-06-01T16:40:25.461000+00:00,2026-06-01T19:24:57.948000+00:00,Slow response detected endpoint=/api/cart latency=772ms,2
T152,cart-service,WARN,Slow response detected endpoint=/api/cart latency=556ms,3,2026-06-01T17:34:12.124000+00:00,2026-06-01T20:11:12.033000+00:00,Slow response detected endpoint=/api/cart latency=556ms,2
T153,cart-service,WARN,Slow response detected endpoint=/api/cart latency=896ms,3,2026-06-01T14:01:56.413000+00:00,2026-06-01T18:33:30.071000+00:00,Slow response detected endpoint=/api/cart latency=896ms,3
T154,cart-service,WARN,Slow response detected endpoint=/api/cart latency=922ms,3,2026-06-01T07:09:47.834000+00:00,2026-06-01T17:32:06.472000+00:00,Slow response detected endpoint=/api/cart latency=922ms,2
T155,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2720ms,3,2026-06-01T07:20:16.532000+00:00,2026-06-01T19:06:39.782000+00:00,Slow response detected endpoint=/api/cart latency=2720ms,2
T156,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1392ms,3,2026-06-01T10:55:26.121000+00:00,2026-06-01T16:24:17.892000+00:00,Slow response detected endpoint=/api/cart latency=1392ms,2
T157,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2575ms,3,2026-06-01T16:25:46.181000+00:00,2026-06-01T19:40:18.155000+00:00,Slow response detected endpoint=/api/cart latency=2575ms,2
T158,cart-service,WARN,Health check response time elevated endpoint=/health latency=154ms,3,2026-06-01T08:58:50.921000+00:00,2026-06-01T17:43:23.469000+00:00,Health check response time elevated endpoint=/health latency=154ms,2
T159,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2510ms,3,2026-06-01T07:13:08.431000+00:00,2026-06-01T23:26:26.383000+00:00,Slow response detected endpoint=/api/cart latency=2510ms,3
T160,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2451ms,3,2026-06-01T14:13:44.289000+00:00,2026-06-01T17:56:26.304000+00:00,Slow response detected endpoint=/api/cart latency=2451ms,3
T161,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2425ms,3,2026-06-01T16:32:46.491000+00:00,2026-06-01T21:27:33.650000+00:00,Slow response detected endpoint=/api/cart latency=2425ms,3
T162,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2465ms,3,2026-06-01T15:31:33.073000+00:00,2026-06-01T20:26:24.295000+00:00,Slow response detected endpoint=/api/cart latency=2465ms,3
T163,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2333ms,3,2026-06-01T16:27:46.590000+00:00,2026-06-01T21:44:46.867000+00:00,Slow response detected endpoint=/api/cart latency=2333ms,3
T164,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2310ms,3,2026-06-01T16:01:10.480000+00:00,2026-06-01T21:06:18.090000+00:00,Slow response detected endpoint=/api/cart latency=2310ms,3
T165,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2294ms,3,2026-06-01T14:41:24.046000+00:00,2026-06-01T23:42:27.428000+00:00,Slow response detected endpoint=/api/cart latency=2294ms,2
T166,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2171ms,3,2026-06-01T16:06:17.075000+00:00,2026-06-01T22:01:24.823000+00:00,Slow response detected endpoint=/api/cart latency=2171ms,2
T167,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1837ms,3,2026-06-01T14:09:20.128000+00:00,2026-06-01T23:04:12.276000+00:00,Slow response detected endpoint=/api/cart latency=1837ms,2
T168,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1833ms,3,2026-06-01T16:11:40.608000+00:00,2026-06-01T22:46:49.578000+00:00,Slow response detected endpoint=/api/cart latency=1833ms,3
T169,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1882ms,3,2026-06-01T15:01:03.253000+00:00,2026-06-01T23:21:43.758000+00:00,Slow response detected endpoint=/api/cart latency=1882ms,2
T170,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1873ms,3,2026-06-01T15:20:19.705000+00:00,2026-06-01T18:43:53.102000+00:00,Slow response detected endpoint=/api/cart latency=1873ms,2
T171,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1967ms,3,2026-06-01T17:16:43.413000+00:00,2026-06-01T23:36:40.973000+00:00,Slow response detected endpoint=/api/cart latency=1967ms,3
T172,cart-service,WARN,Health check response time elevated endpoint=/health latency=230ms,3,2026-06-01T07:47:57.720000+00:00,2026-06-01T19:23:58.994000+00:00,Health check response time elevated endpoint=/health latency=230ms,3
T173,cart-service,WARN,Health check response time elevated endpoint=/health latency=132ms,3,2026-06-01T06:41:41.316000+00:00,2026-06-01T18:38:19.448000+00:00,Health check response time elevated endpoint=/health latency=132ms,2
T174,cart-service,WARN,Health check response time elevated endpoint=/health latency=130ms,3,2026-06-01T16:58:45.159000+00:00,2026-06-01T23:07:01.206000+00:00,Health check response time elevated endpoint=/health latency=130ms,3
T175,cart-service,WARN,Health check response time elevated endpoint=/health latency=120ms,3,2026-06-01T04:49:02.073000+00:00,2026-06-01T12:10:56.054000+00:00,Health check response time elevated endpoint=/health latency=120ms,2
T176,cart-service,WARN,Health check response time elevated endpoint=/health latency=223ms,3,2026-06-01T20:37:12.309000+00:00,2026-06-01T22:01:46.565000+00:00,Health check response time elevated endpoint=/health latency=223ms,2
T177,cart-service,WARN,Health check response time elevated endpoint=/health latency=144ms,3,2026-06-01T07:35:40.402000+00:00,2026-06-01T19:52:21.879000+00:00,Health check response time elevated endpoint=/health latency=144ms,2
T178,cart-service,WARN,Health check response time elevated endpoint=/health latency=135ms,3,2026-06-01T10:16:46.778000+00:00,2026-06-01T16:29:10.633000+00:00,Health check response time elevated endpoint=/health latency=135ms,2
T179,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1628ms,3,2026-06-01T15:25:47.976000+00:00,2026-06-01T18:38:04.393000+00:00,Slow response detected endpoint=/api/cart latency=1628ms,2
T180,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1830ms,3,2026-06-01T13:27:23.239000+00:00,2026-06-01T18:59:25.459000+00:00,Slow response detected endpoint=/api/cart latency=1830ms,2
T181,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1829ms,3,2026-06-01T17:36:57.293000+00:00,2026-06-01T22:13:40.437000+00:00,Slow response detected endpoint=/api/cart latency=1829ms,2
T182,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1861ms,3,2026-06-01T14:30:26.393000+00:00,2026-06-01T23:12:22.248000+00:00,Slow response detected endpoint=/api/cart latency=1861ms,3
T183,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1080ms,2,2026-06-01T14:20:42.666000+00:00,2026-06-01T18:46:58.081000+00:00,Slow response detected endpoint=/api/cart latency=1080ms,2
T184,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1068ms,2,2026-06-01T20:21:17.231000+00:00,2026-06-01T22:59:51.624000+00:00,Slow response detected endpoint=/api/cart latency=1068ms,2
T185,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1066ms,2,2026-06-01T14:01:15.899000+00:00,2026-06-01T20:19:36.937000+00:00,Slow response detected endpoint=/api/cart latency=1066ms,2
T186,cart-service,WARN,Slow response detected endpoint=/api/cart latency=855ms,2,2026-06-01T09:14:37.157000+00:00,2026-06-01T20:59:35.116000+00:00,Slow response detected endpoint=/api/cart latency=855ms,2
T187,cart-service,WARN,Slow response detected endpoint=/api/cart latency=850ms,2,2026-06-01T19:21:31.147000+00:00,2026-06-01T21:24:48.215000+00:00,Slow response detected endpoint=/api/cart latency=850ms,2
T188,cart-service,WARN,Slow response detected endpoint=/api/cart latency=836ms,2,2026-06-01T06:45:43.871000+00:00,2026-06-01T14:36:21.966000+00:00,Slow response detected endpoint=/api/cart latency=836ms,2
T189,cart-service,WARN,Slow response detected endpoint=/api/cart latency=829ms,2,2026-06-01T16:54:54.007000+00:00,2026-06-01T17:05:46.395000+00:00,Slow response detected endpoint=/api/cart latency=829ms,2
T190,cart-service,WARN,Slow response detected endpoint=/api/cart latency=824ms,2,2026-06-01T07:49:32.626000+00:00,2026-06-01T23:30:55.975000+00:00,Slow response detected endpoint=/api/cart latency=824ms,1
T191,cart-service,WARN,Slow response detected endpoint=/api/cart latency=815ms,2,2026-06-01T19:40:48.619000+00:00,2026-06-01T22:32:42.226000+00:00,Slow response detected endpoint=/api/cart latency=815ms,2
T192,cart-service,WARN,Slow response detected endpoint=/api/cart latency=881ms,2,2026-06-01T15:53:24.168000+00:00,2026-06-01T20:36:51.374000+00:00,Slow response detected endpoint=/api/cart latency=881ms,1
T193,cart-service,WARN,Slow response detected endpoint=/api/cart latency=861ms,2,2026-06-01T15:18:48.334000+00:00,2026-06-01T17:03:56.327000+00:00,Slow response detected endpoint=/api/cart latency=861ms,2
T194,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1044ms,2,2026-06-01T11:18:07.303000+00:00,2026-06-01T23:09:19.609000+00:00,Slow response detected endpoint=/api/cart latency=1044ms,2
T195,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1101ms,2,2026-06-01T17:25:14.638000+00:00,2026-06-01T19:48:24.068000+00:00,Slow response detected endpoint=/api/cart latency=1101ms,1
T196,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1099ms,2,2026-06-01T14:45:18.075000+00:00,2026-06-01T15:44:57.732000+00:00,Slow response detected endpoint=/api/cart latency=1099ms,2
T197,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1098ms,2,2026-06-01T15:21:43.189000+00:00,2026-06-01T15:30:34.250000+00:00,Slow response detected endpoint=/api/cart latency=1098ms,2
T198,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1094ms,2,2026-06-01T20:16:15.898000+00:00,2026-06-01T21:30:33.127000+00:00,Slow response detected endpoint=/api/cart latency=1094ms,2
T199,cart-service,WARN,Slow response detected endpoint=/api/cart latency=740ms,2,2026-06-01T08:42:46.234000+00:00,2026-06-01T20:03:16.931000+00:00,Slow response detected endpoint=/api/cart latency=740ms,1
T200,cart-service,WARN,Slow response detected endpoint=/api/cart latency=735ms,2,2026-06-01T19:26:15.487000+00:00,2026-06-01T21:28:42.946000+00:00,Slow response detected endpoint=/api/cart latency=735ms,2
T201,cart-service,WARN,Slow response detected endpoint=/api/cart latency=723ms,2,2026-06-01T15:19:18.226000+00:00,2026-06-01T18:05:24.517000+00:00,Slow response detected endpoint=/api/cart latency=723ms,2
T202,cart-service,WARN,Slow response detected endpoint=/api/cart latency=707ms,2,2026-06-01T20:23:42.334000+00:00,2026-06-01T20:49:34.277000+00:00,Slow response detected endpoint=/api/cart latency=707ms,2
T203,cart-service,WARN,Slow response detected endpoint=/api/cart latency=778ms,2,2026-06-01T17:31:21.055000+00:00,2026-06-01T22:14:22.911000+00:00,Slow response detected endpoint=/api/cart latency=778ms,1
T204,cart-service,WARN,Slow response detected endpoint=/api/cart latency=764ms,2,2026-06-01T17:05:24.454000+00:00,2026-06-01T22:29:08.878000+00:00,Slow response detected endpoint=/api/cart latency=764ms,1
T205,cart-service,WARN,Slow response detected endpoint=/api/cart latency=746ms,2,2026-06-01T15:03:35.335000+00:00,2026-06-01T17:47:43.417000+00:00,Slow response detected endpoint=/api/cart latency=746ms,2
T206,cart-service,WARN,Slow response detected endpoint=/api/cart latency=811ms,2,2026-06-01T17:32:40.489000+00:00,2026-06-01T19:29:23.998000+00:00,Slow response detected endpoint=/api/cart latency=811ms,2
T207,cart-service,WARN,Slow response detected endpoint=/api/cart latency=797ms,2,2026-06-01T21:07:18.172000+00:00,2026-06-01T22:32:06.668000+00:00,Slow response detected endpoint=/api/cart latency=797ms,2
T208,cart-service,WARN,Slow response detected endpoint=/api/cart latency=659ms,2,2026-06-01T14:09:10.127000+00:00,2026-06-01T21:24:56.683000+00:00,Slow response detected endpoint=/api/cart latency=659ms,2
T209,cart-service,WARN,Slow response detected endpoint=/api/cart latency=644ms,2,2026-06-01T10:03:52.007000+00:00,2026-06-01T22:42:13.877000+00:00,Slow response detected endpoint=/api/cart latency=644ms,2
